floor,date,hour,avg_num,total
T2 단기주차장지상3층,2021-12-16,13,125,448
T2 단기주차장지상4층,2021-12-16,13,385,486
T2 단기주차장지하M층,2021-12-16,13,99,751
T1 장기 P1 주차장,2021-12-16,13,683,2762
T1 장기 P1 주차타워,2021-12-16,13,121,1374
T1 장기 P2 주차장,2021-12-16,13,2256,2592
T1 장기 P2 주차타워,2021-12-16,13,222,1375
T1 장기 P3 주차장,2021-12-16,13,0,0
T1 예약주차장,2021-12-16,13,1086,1382
T2 장기 주차장,2021-12-16,13,2511,2847
T2 예약 주차장,2021-12-16,13,737,936
T1 단기주차장지상층,2021-12-16,14,604,993
T1 단기주차장지하1층,2021-12-16,14,445,973
T1 단기주차장지하2층,2021-12-16,14,361,1339
T2 단기주차장지상1층,2021-12-16,14,252,988
T2 단기주차장지상2층,2021-12-16,14,450,470
T2 단기주차장지상3층,2021-12-16,14,247,448
T2 단기주차장지상4층,2021-12-16,14,102,486
T2 단기주차장지하M층,2021-12-16,14,526,751
T1 장기 P1 주차장,2021-12-16,14,311,2762
T1 장기 P1 주차타워,2021-12-16,14,370,1374
T1 장기 P2 주차장,2021-12-16,14,1867,2592
T1 장기 P2 주차타워,2021-12-16,14,874,1375
T1 장기 P3 주차장,2021-12-16,14,0,0
T1 예약주차장,2021-12-16,14,73,1382
T2 장기 주차장,2021-12-16,14,775,2847
T2 예약 주차장,2021-12-16,14,699,936
T1 단기주차장지상층,2021-12-16,15,900,993
T1 단기주차장지하1층,2021-12-16,15,158,973
T1 단기주차장지하2층,2021-12-16,15,398,1339
T2 단기주차장지상1층,2021-12-16,15,632,988
T2 단기주차장지상2층,2021-12-16,15,346,470
T2 단기주차장지상3층,2021-12-16,15,414,448
T2 단기주차장지상4층,2021-12-16,15,74,486
T2 단기주차장지하M층,2021-12-16,15,12,751
T1 장기 P1 주차장,2021-12-16,15,627,2762
T1 장기 P1 주차타워,2021-12-16,15,351,1374
T1 장기 P2 주차장,2021-12-16,15,1860,2592
T1 장기 P2 주차타워,2021-12-16,15,1229,1375
T1 장기 P3 주차장,2021-12-16,15,0,0
T1 예약주차장,2021-12-16,15,853,1382
T2 장기 주차장,2021-12-16,15,1749,2847
T2 예약 주차장,2021-12-16,15,733,936
T1 단기주차장지상층,2021-12-16,16,871,993
T1 단기주차장지하1층,2021-12-16,16,47,973
T1 단기주차장지하2층,2021-12-16,16,530,1339
T2 단기주차장지상1층,2021-12-16,16,751,988
T2 단기주차장지상2층,2021-12-16,16,157,470
T2 단기주차장지상3층,2021-12-16,16,295,448
T2 단기주차장지상4층,2021-12-16,16,39,486
T2 단기주차장지하M층,2021-12-16,16,412,751
T1 장기 P1 주차장,2021-12-16,16,1947,2762
T1 장기 P1 주차타워,2021-12-16,16,674,1374
T1 장기 P2 주차장,2021-12-16,16,1337,2592
T1 장기 P2 주차타워,2021-12-16,16,1275,1375
T1 장기 P3 주차장,2021-12-16,16,0,0
T1 예약주차장,2021-12-16,16,545,1382
T2 장기 주차장,2021-12-16,16,2108,2847
T2 예약 주차장,2021-12-16,16,731,936
T1 단기주차장지상층,2021-12-16,17,477,993
T1 단기주차장지하1층,2021-12-16,17,138,973
T1 단기주차장지하2층,2021-12-16,17,1140,1339
T2 단기주차장지상1층,2021-12-16,17,286,988
T2 단기주차장지상2층,2021-12-16,17,340,470
T2 단기주차장지상3층,2021-12-16,17,56,448
T2 단기주차장지상4층,2021-12-16,17,232,486
T2 단기주차장지하M층,2021-12-16,17,625,751
T1 장기 P1 주차장,2021-12-16,17,1267,2762
T1 장기 P1 주차타워,2021-12-16,17,849,1374
T1 장기 P2 주차장,2021-12-16,17,794,2592
T1 장기 P2 주차타워,2021-12-16,17,436,1375
T1 장기 P3 주차장,2021-12-16,17,0,0
T1 예약주차장,2021-12-16,17,930,1382
T2 장기 주차장,2021-12-16,17,782,2847
T2 예약 주차장,2021-12-16,17,228,936
T1 단기주차장지상층,2021-12-16,18,798,993
T1 단기주차장지하1층,2021-12-16,18,809,973
T1 단기주차장지하2층,2021-12-16,18,626,1339
T2 단기주차장지상1층,2021-12-16,18,426,988
T2 단기주차장지상2층,2021-12-16,18,216,470
T2 단기주차장지상3층,2021-12-16,18,189,448
T2 단기주차장지상4층,2021-12-16,18,326,486
T2 단기주차장지하M층,2021-12-16,18,343,751
T1 장기 P1 주차장,2021-12-16,18,1669,2762
T1 장기 P1 주차타워,2021-12-16,18,860,1374
T1 장기 P2 주차장,2021-12-16,18,2342,2592
T1 장기 P2 주차타워,2021-12-16,18,614,1375
T1 장기 P3 주차장,2021-12-16,18,0,0
T1 예약주차장,2021-12-16,18,770,1382
T2 장기 주차장,2021-12-16,18,1348,2847
T2 예약 주차장,2021-12-16,18,693,936
T1 단기주차장지상층,2021-12-16,19,219,993
T1 단기주차장지하1층,2021-12-16,19,707,973
T1 단기주차장지하2층,2021-12-16,19,859,1339
T2 단기주차장지상1층,2021-12-16,19,651,988
T2 단기주차장지상2층,2021-12-16,19,148,470
T2 단기주차장지상3층,2021-12-16,19,288,448
T2 단기주차장지상4층,2021-12-16,19,49,486
T2 단기주차장지하M층,2021-12-16,19,337,751
T1 장기 P1 주차장,2021-12-16,19,1513,2762
T1 장기 P1 주차타워,2021-12-16,19,897,1374
T1 장기 P2 주차장,2021-12-16,19,2201,2592
T1 장기 P2 주차타워,2021-12-16,19,995,1375
T1 장기 P3 주차장,2021-12-16,19,0,0
T1 예약주차장,2021-12-16,19,761,1382
T2 장기 주차장,2021-12-16,19,2390,2847
T2 예약 주차장,2021-12-16,19,272,936
T1 단기주차장지상층,2021-12-16,20,276,993
T1 단기주차장지하1층,2021-12-16,20,868,973
T1 단기주차장지하2층,2021-12-16,20,569,1339
T2 단기주차장지상1층,2021-12-16,20,837,988
T2 단기주차장지상2층,2021-12-16,20,336,470
T2 단기주차장지상3층,2021-12-16,20,372,448
T2 단기주차장지상4층,2021-12-16,20,294,486
T2 단기주차장지하M층,2021-12-16,20,508,751
T1 장기 P1 주차장,2021-12-16,20,647,2762
T1 장기 P1 주차타워,2021-12-16,20,165,1374
T1 장기 P2 주차장,2021-12-16,20,2448,2592
T1 장기 P2 주차타워,2021-12-16,20,837,1375
T1 장기 P3 주차장,2021-12-16,20,0,0
T1 예약주차장,2021-12-16,20,939,1382
T2 장기 주차장,2021-12-16,20,1948,2847
T2 예약 주차장,2021-12-16,20,921,936
T1 단기주차장지상층,2021-12-16,21,524,993
T1 단기주차장지하1층,2021-12-16,21,676,973
T1 단기주차장지하2층,2021-12-16,21,809,1339
T2 단기주차장지상1층,2021-12-16,21,220,988
T2 단기주차장지상2층,2021-12-16,21,120,470
T2 단기주차장지상3층,2021-12-16,21,151,448
T2 단기주차장지상4층,2021-12-16,21,63,486
T2 단기주차장지하M층,2021-12-16,21,350,751
T1 장기 P1 주차장,2021-12-16,21,2253,2762
T1 장기 P1 주차타워,2021-12-16,21,1191,1374
T1 장기 P2 주차장,2021-12-16,21,2565,2592
T1 장기 P2 주차타워,2021-12-16,21,1309,1375
T1 장기 P3 주차장,2021-12-16,21,0,0
T1 예약주차장,2021-12-16,21,1110,1382
T2 장기 주차장,2021-12-16,21,2373,2847
T2 예약 주차장,2021-12-16,21,334,936
T1 단기주차장지상층,2021-12-16,22,594,993
T1 단기주차장지하1층,2021-12-16,22,111,973
T1 단기주차장지하2층,2021-12-16,22,841,1339
T2 단기주차장지상1층,2021-12-16,22,540,988
T2 단기주차장지상2층,2021-12-16,22,283,470
T2 단기주차장지상3층,2021-12-16,22,417,448
T2 단기주차장지상4층,2021-12-16,22,213,486
T2 단기주차장지하M층,2021-12-16,22,372,751
T1 장기 P1 주차장,2021-12-16,22,1427,2762
T1 장기 P1 주차타워,2021-12-16,22,398,1374
T1 장기 P2 주차장,2021-12-16,22,2501,2592
T1 장기 P2 주차타워,2021-12-16,22,1128,1375
T1 장기 P3 주차장,2021-12-16,22,0,0
T1 예약주차장,2021-12-16,22,812,1382
T2 장기 주차장,2021-12-16,22,1783,2847
T2 예약 주차장,2021-12-16,22,734,936
T1 단기주차장지상층,2021-12-16,23,949,993
T1 단기주차장지하1층,2021-12-16,23,628,973
T1 단기주차장지하2층,2021-12-16,23,1265,1339
T2 단기주차장지상1층,2021-12-16,23,40,988
T2 단기주차장지상2층,2021-12-16,23,37,470
T2 단기주차장지상3층,2021-12-16,23,220,448
T2 단기주차장지상4층,2021-12-16,23,187,486
T2 단기주차장지하M층,2021-12-16,23,366,751
T1 장기 P1 주차장,2021-12-16,23,764,2762
T1 장기 P1 주차타워,2021-12-16,23,185,1374
T1 장기 P2 주차장,2021-12-16,23,465,2592
T1 장기 P2 주차타워,2021-12-16,23,556,1375
T1 장기 P3 주차장,2021-12-16,23,0,0
T1 예약주차장,2021-12-16,23,585,1382
T2 장기 주차장,2021-12-16,23,2620,2847
T2 예약 주차장,2021-12-16,23,684,936
T1 단기주차장지상층,2021-12-17,0,378,993
T1 단기주차장지하1층,2021-12-17,0,839,973
T1 단기주차장지하2층,2021-12-17,0,872,1339
T2 단기주차장지상1층,2021-12-17,0,481,988
T2 단기주차장지상2층,2021-12-17,0,274,470
T2 단기주차장지상3층,2021-12-17,0,388,448
T2 단기주차장지상4층,2021-12-17,0,229,486
T2 단기주차장지하M층,2021-12-17,0,307,751
T1 장기 P1 주차장,2021-12-17,0,2157,2762
T1 장기 P1 주차타워,2021-12-17,0,1208,1374
T1 장기 P2 주차장,2021-12-17,0,1424,2592
T1 장기 P2 주차타워,2021-12-17,0,347,1375
T1 장기 P3 주차장,2021-12-17,0,0,0
T1 예약주차장,2021-12-17,0,9,1382
T2 장기 주차장,2021-12-17,0,1347,2847
T2 예약 주차장,2021-12-17,0,616,936
T1 단기주차장지상층,2021-12-17,1,635,993
T1 단기주차장지하1층,2021-12-17,1,252,973
T1 단기주차장지하2층,2021-12-17,1,766,1339
T2 단기주차장지상1층,2021-12-17,1,401,988
T2 단기주차장지상2층,2021-12-17,1,228,470
T2 단기주차장지상3층,2021-12-17,1,379,448
T2 단기주차장지상4층,2021-12-17,1,323,486
T2 단기주차장지하M층,2021-12-17,1,165,751
T1 장기 P1 주차장,2021-12-17,1,1075,2762
T1 장기 P1 주차타워,2021-12-17,1,39,1374
T1 장기 P2 주차장,2021-12-17,1,2150,2592
T1 장기 P2 주차타워,2021-12-17,1,471,1375
T1 장기 P3 주차장,2021-12-17,1,0,0
T1 예약주차장,2021-12-17,1,191,1382
T2 장기 주차장,2021-12-17,1,189,2847
T2 예약 주차장,2021-12-17,1,107,936
T1 단기주차장지상층,2021-12-17,2,706,993
T1 단기주차장지하1층,2021-12-17,2,825,973
T1 단기주차장지하2층,2021-12-17,2,178,1339
T2 단기주차장지상1층,2021-12-17,2,170,988
T2 단기주차장지상2층,2021-12-17,2,344,470
T2 단기주차장지상3층,2021-12-17,2,425,448
T2 단기주차장지상4층,2021-12-17,2,437,486
T2 단기주차장지하M층,2021-12-17,2,454,751
T1 장기 P1 주차장,2021-12-17,2,1517,2762
T1 장기 P1 주차타워,2021-12-17,2,1202,1374
T1 장기 P2 주차장,2021-12-17,2,1435,2592
T1 장기 P2 주차타워,2021-12-17,2,123,1375
T1 장기 P3 주차장,2021-12-17,2,0,0
T1 예약주차장,2021-12-17,2,527,1382
T2 장기 주차장,2021-12-17,2,1391,2847
T2 예약 주차장,2021-12-17,2,854,936
T1 단기주차장지상층,2021-12-17,3,722,993
T1 단기주차장지하1층,2021-12-17,3,562,973
T1 단기주차장지하2층,2021-12-17,3,186,1339
T2 단기주차장지상1층,2021-12-17,3,949,988
T2 단기주차장지상2층,2021-12-17,3,218,470
T2 단기주차장지상3층,2021-12-17,3,387,448
T2 단기주차장지상4층,2021-12-17,3,388,486
T2 단기주차장지하M층,2021-12-17,3,426,751
T1 장기 P1 주차장,2021-12-17,3,997,2762
T1 장기 P1 주차타워,2021-12-17,3,1210,1374
T1 장기 P2 주차장,2021-12-17,3,351,2592
T1 장기 P2 주차타워,2021-12-17,3,311,1375
T1 장기 P3 주차장,2021-12-17,3,0,0
T1 예약주차장,2021-12-17,3,970,1382
T2 장기 주차장,2021-12-17,3,2552,2847
T2 예약 주차장,2021-12-17,3,781,936
T1 단기주차장지상층,2021-12-17,4,852,993
T1 단기주차장지하1층,2021-12-17,4,450,973
T1 단기주차장지하2층,2021-12-17,4,382,1339
T2 단기주차장지상1층,2021-12-17,4,75,988
T2 단기주차장지상2층,2021-12-17,4,303,470
T2 단기주차장지상3층,2021-12-17,4,163,448
T2 단기주차장지상4층,2021-12-17,4,300,486
T2 단기주차장지하M층,2021-12-17,4,191,751
T1 장기 P1 주차장,2021-12-17,4,2717,2762
T1 장기 P1 주차타워,2021-12-17,4,1160,1374
T1 장기 P2 주차장,2021-12-17,4,1601,2592
T1 장기 P2 주차타워,2021-12-17,4,954,1375
T1 장기 P3 주차장,2021-12-17,4,0,0
T1 예약주차장,2021-12-17,4,1338,1382
T2 장기 주차장,2021-12-17,4,7,2847
T2 예약 주차장,2021-12-17,4,920,936
T1 단기주차장지상층,2021-12-17,5,218,993
T1 단기주차장지하1층,2021-12-17,5,661,973
T1 단기주차장지하2층,2021-12-17,5,1070,1339
T2 단기주차장지상1층,2021-12-17,5,117,988
T2 단기주차장지상2층,2021-12-17,5,306,470
T2 단기주차장지상3층,2021-12-17,5,187,448
T2 단기주차장지상4층,2021-12-17,5,79,486
T2 단기주차장지하M층,2021-12-17,5,674,751
T1 장기 P1 주차장,2021-12-17,5,1354,2762
T1 장기 P1 주차타워,2021-12-17,5,732,1374
T1 장기 P2 주차장,2021-12-17,5,2385,2592
T1 장기 P2 주차타워,2021-12-17,5,1283,1375
T1 장기 P3 주차장,2021-12-17,5,0,0
T1 예약주차장,2021-12-17,5,644,1382
T2 장기 주차장,2021-12-17,5,2687,2847
T2 예약 주차장,2021-12-17,5,430,936
T1 단기주차장지상층,2021-12-17,6,733,993
T1 단기주차장지하1층,2021-12-17,6,891,973
T1 단기주차장지하2층,2021-12-17,6,112,1339
T2 단기주차장지상1층,2021-12-17,6,658,988
T2 단기주차장지상2층,2021-12-17,6,400,470
T2 단기주차장지상3층,2021-12-17,6,178,448
T2 단기주차장지상4층,2021-12-17,6,243,486
T2 단기주차장지하M층,2021-12-17,6,595,751
T1 장기 P1 주차장,2021-12-17,6,307,2762
T1 장기 P1 주차타워,2021-12-17,6,217,1374
T1 장기 P2 주차장,2021-12-17,6,2040,2592
T1 장기 P2 주차타워,2021-12-17,6,581,1375
T1 장기 P3 주차장,2021-12-17,6,0,0
T1 예약주차장,2021-12-17,6,786,1382
T2 장기 주차장,2021-12-17,6,2518,2847
T2 예약 주차장,2021-12-17,6,117,936
T1 단기주차장지상층,2021-12-17,7,50,993
T1 단기주차장지하1층,2021-12-17,7,612,973
T1 단기주차장지하2층,2021-12-17,7,591,1339
T2 단기주차장지상1층,2021-12-17,7,876,988
T2 단기주차장지상2층,2021-12-17,7,404,470
T2 단기주차장지상3층,2021-12-17,7,28,448
T2 단기주차장지상4층,2021-12-17,7,165,486
T2 단기주차장지하M층,2021-12-17,7,256,751
T1 장기 P1 주차장,2021-12-17,7,1565,2762
T1 장기 P1 주차타워,2021-12-17,7,423,1374
T1 장기 P2 주차장,2021-12-17,7,1211,2592
T1 장기 P2 주차타워,2021-12-17,7,582,1375
T1 장기 P3 주차장,2021-12-17,7,0,0
T1 예약주차장,2021-12-17,7,545,1382
T2 장기 주차장,2021-12-17,7,403,2847
T2 예약 주차장,2021-12-17,7,573,936
T1 단기주차장지상층,2021-12-17,8,642,993
T1 단기주차장지하1층,2021-12-17,8,715,973
T1 단기주차장지하2층,2021-12-17,8,271,1339
T2 단기주차장지상1층,2021-12-17,8,579,988
T2 단기주차장지상2층,2021-12-17,8,297,470
T2 단기주차장지상3층,2021-12-17,8,68,448
T2 단기주차장지상4층,2021-12-17,8,102,486
T2 단기주차장지하M층,2021-12-17,8,554,751
T1 장기 P1 주차장,2021-12-17,8,2530,2762
T1 장기 P1 주차타워,2021-12-17,8,819,1374
T1 장기 P2 주차장,2021-12-17,8,1749,2592
T1 장기 P2 주차타워,2021-12-17,8,1074,1375
T1 장기 P3 주차장,2021-12-17,8,0,0
T1 예약주차장,2021-12-17,8,505,1382
T2 장기 주차장,2021-12-17,8,1007,2847
T2 예약 주차장,2021-12-17,8,812,936
T1 단기주차장지상층,2021-12-17,9,975,993
T1 단기주차장지하1층,2021-12-17,9,546,973
T1 단기주차장지하2층,2021-12-17,9,1308,1339
T2 단기주차장지상1층,2021-12-17,9,73,988
T2 단기주차장지상2층,2021-12-17,9,23,470
T2 단기주차장지상3층,2021-12-17,9,58,448
T2 단기주차장지상4층,2021-12-17,9,73,486
T2 단기주차장지하M층,2021-12-17,9,424,751
T1 장기 P1 주차장,2021-12-17,9,1505,2762
T1 장기 P1 주차타워,2021-12-17,9,305,1374
T1 장기 P2 주차장,2021-12-17,9,2564,2592
T1 장기 P2 주차타워,2021-12-17,9,941,1375
T1 장기 P3 주차장,2021-12-17,9,0,0
T1 예약주차장,2021-12-17,9,400,1382
T2 장기 주차장,2021-12-17,9,1534,2847
T2 예약 주차장,2021-12-17,9,627,936
T1 단기주차장지상층,2021-12-17,10,664,993
T1 단기주차장지하1층,2021-12-17,10,821,973
T1 단기주차장지하2층,2021-12-17,10,844,1339
T2 단기주차장지상1층,2021-12-17,10,254,988
T2 단기주차장지상2층,2021-12-17,10,2,470
T2 단기주차장지상3층,2021-12-17,10,59,448
T2 단기주차장지상4층,2021-12-17,10,376,486
T2 단기주차장지하M층,2021-12-17,10,637,751
T1 장기 P1 주차장,2021-12-17,10,2719,2762
T1 장기 P1 주차타워,2021-12-17,10,488,1374
T1 장기 P2 주차장,2021-12-17,10,300,2592
T1 장기 P2 주차타워,2021-12-17,10,873,1375
T1 장기 P3 주차장,2021-12-17,10,0,0
T1 예약주차장,2021-12-17,10,450,1382
T2 장기 주차장,2021-12-17,10,117,2847
T2 예약 주차장,2021-12-17,10,3,936
T1 단기주차장지상층,2021-12-17,11,820,993
T1 단기주차장지하1층,2021-12-17,11,656,973
T1 단기주차장지하2층,2021-12-17,11,1292,1339
T2 단기주차장지상1층,2021-12-17,11,950,988
T2 단기주차장지상2층,2021-12-17,11,46,470
T2 단기주차장지상3층,2021-12-17,11,316,448
T2 단기주차장지상4층,2021-12-17,11,124,486
T2 단기주차장지하M층,2021-12-17,11,307,751
T1 장기 P1 주차장,2021-12-17,11,2302,2762
T1 장기 P1 주차타워,2021-12-17,11,958,1374
T1 장기 P2 주차장,2021-12-17,11,766,2592
T1 장기 P2 주차타워,2021-12-17,11,54,1375
T1 장기 P3 주차장,2021-12-17,11,0,0
T1 예약주차장,2021-12-17,11,931,1382
T2 장기 주차장,2021-12-17,11,2241,2847
T2 예약 주차장,2021-12-17,11,300,936
T1 단기주차장지상층,2021-12-17,12,791,993
T1 단기주차장지하1층,2021-12-17,12,309,973
T1 단기주차장지하2층,2021-12-17,12,706,1339
T2 단기주차장지상1층,2021-12-17,12,512,988
T2 단기주차장지상2층,2021-12-17,12,184,470
T2 단기주차장지상3층,2021-12-17,12,397,448
T2 단기주차장지상4층,2021-12-17,12,119,486
T2 단기주차장지하M층,2021-12-17,12,193,751
T1 장기 P1 주차장,2021-12-17,12,2055,2762
T1 장기 P1 주차타워,2021-12-17,12,1219,1374
T1 장기 P2 주차장,2021-12-17,12,498,2592
T1 장기 P2 주차타워,2021-12-17,12,452,1375
T1 장기 P3 주차장,2021-12-17,12,0,0
T1 예약주차장,2021-12-17,12,1094,1382
T2 장기 주차장,2021-12-17,12,505,2847
T2 예약 주차장,2021-12-17,12,536,936
T1 단기주차장지상층,2021-12-17,13,296,993
T1 단기주차장지하1층,2021-12-17,13,244,973
T1 단기주차장지하2층,2021-12-17,13,839,1339
T2 단기주차장지상1층,2021-12-17,13,640,988
T2 단기주차장지상2층,2021-12-17,13,33,470
T2 단기주차장지상3층,2021-12-17,13,123,448
T2 단기주차장지상4층,2021-12-17,13,230,486
T2 단기주차장지하M층,2021-12-17,13,715,751
T1 장기 P1 주차장,2021-12-17,13,1331,2762
T1 장기 P1 주차타워,2021-12-17,13,659,1374
T1 장기 P2 주차장,2021-12-17,13,780,2592
T1 장기 P2 주차타워,2021-12-17,13,462,1375
T1 장기 P3 주차장,2021-12-17,13,0,0
T1 예약주차장,2021-12-17,13,1278,1382
T2 장기 주차장,2021-12-17,13,2494,2847
T2 예약 주차장,2021-12-17,13,594,936
T1 단기주차장지상층,2021-12-17,14,514,993
T1 단기주차장지하1층,2021-12-17,14,835,973
T1 단기주차장지하2층,2021-12-17,14,624,1339
T2 단기주차장지상1층,2021-12-17,14,109,988
T2 단기주차장지상2층,2021-12-17,14,194,470
T2 단기주차장지상3층,2021-12-17,14,137,448
T2 단기주차장지상4층,2021-12-17,14,232,486
T2 단기주차장지하M층,2021-12-17,14,302,751
T1 장기 P1 주차장,2021-12-17,14,804,2762
T1 장기 P1 주차타워,2021-12-17,14,746,1374
T1 장기 P2 주차장,2021-12-17,14,2011,2592
T1 장기 P2 주차타워,2021-12-17,14,1207,1375
T1 장기 P3 주차장,2021-12-17,14,0,0
T1 예약주차장,2021-12-17,14,248,1382
T2 장기 주차장,2021-12-17,14,1698,2847
T2 예약 주차장,2021-12-17,14,497,936
T1 단기주차장지상층,2021-12-17,15,641,993
T1 단기주차장지하1층,2021-12-17,15,315,973
T1 단기주차장지하2층,2021-12-17,15,423,1339
T2 단기주차장지상1층,2021-12-17,15,84,988
T2 단기주차장지상2층,2021-12-17,15,122,470
T2 단기주차장지상3층,2021-12-17,15,33,448
T2 단기주차장지상4층,2021-12-17,15,55,486
T2 단기주차장지하M층,2021-12-17,15,633,751
T1 장기 P1 주차장,2021-12-17,15,1143,2762
T1 장기 P1 주차타워,2021-12-17,15,966,1374
T1 장기 P2 주차장,2021-12-17,15,1124,2592
T1 장기 P2 주차타워,2021-12-17,15,578,1375
T1 장기 P3 주차장,2021-12-17,15,0,0
T1 예약주차장,2021-12-17,15,1131,1382
T2 장기 주차장,2021-12-17,15,407,2847
T2 예약 주차장,2021-12-17,15,901,936
T1 단기주차장지상층,2021-12-17,16,335,993
T1 단기주차장지하1층,2021-12-17,16,933,973
T1 단기주차장지하2층,2021-12-17,16,712,1339
T2 단기주차장지상1층,2021-12-17,16,971,988
T2 단기주차장지상2층,2021-12-17,16,344,470
T2 단기주차장지상3층,2021-12-17,16,47,448
T2 단기주차장지상4층,2021-12-17,16,467,486
T2 단기주차장지하M층,2021-12-17,16,688,751
T1 장기 P1 주차장,2021-12-17,16,347,2762
T1 장기 P1 주차타워,2021-12-17,16,434,1374
T1 장기 P2 주차장,2021-12-17,16,1952,2592
T1 장기 P2 주차타워,2021-12-17,16,632,1375
T1 장기 P3 주차장,2021-12-17,16,0,0
T1 예약주차장,2021-12-17,16,552,1382
T2 장기 주차장,2021-12-17,16,2843,2847
T2 예약 주차장,2021-12-17,16,461,936
T1 단기주차장지상층,2021-12-17,17,107,993
T1 단기주차장지하1층,2021-12-17,17,170,973
T1 단기주차장지하2층,2021-12-17,17,1265,1339
T2 단기주차장지상1층,2021-12-17,17,402,988
T2 단기주차장지상2층,2021-12-17,17,382,470
T2 단기주차장지상3층,2021-12-17,17,164,448
T2 단기주차장지상4층,2021-12-17,17,47,486
T2 단기주차장지하M층,2021-12-17,17,347,751
T1 장기 P1 주차장,2021-12-17,17,776,2762
T1 장기 P1 주차타워,2021-12-17,17,526,1374
T1 장기 P2 주차장,2021-12-17,17,2229,2592
T1 장기 P2 주차타워,2021-12-17,17,174,1375
T1 장기 P3 주차장,2021-12-17,17,0,0
T1 예약주차장,2021-12-17,17,1180,1382
T2 장기 주차장,2021-12-17,17,166,2847
T2 예약 주차장,2021-12-17,17,380,936
T1 단기주차장지상층,2021-12-17,18,784,993
T1 단기주차장지하1층,2021-12-17,18,601,973
T1 단기주차장지하2층,2021-12-17,18,1321,1339
T2 단기주차장지상1층,2021-12-17,18,265,988
T2 단기주차장지상2층,2021-12-17,18,144,470
T2 단기주차장지상3층,2021-12-17,18,11,448
T2 단기주차장지상4층,2021-12-17,18,377,486
T2 단기주차장지하M층,2021-12-17,18,722,751
T1 장기 P1 주차장,2021-12-17,18,694,2762
T1 장기 P1 주차타워,2021-12-17,18,992,1374
T1 장기 P2 주차장,2021-12-17,18,494,2592
T1 장기 P2 주차타워,2021-12-17,18,1350,1375
T1 장기 P3 주차장,2021-12-17,18,0,0
T1 예약주차장,2021-12-17,18,516,1382
T2 장기 주차장,2021-12-17,18,2145,2847
T2 예약 주차장,2021-12-17,18,518,936
T1 단기주차장지상층,2021-12-17,19,396,993
T1 단기주차장지하1층,2021-12-17,19,520,973
T1 단기주차장지하2층,2021-12-17,19,1308,1339
T2 단기주차장지상1층,2021-12-17,19,287,988
T2 단기주차장지상2층,2021-12-17,19,33,470
T2 단기주차장지상3층,2021-12-17,19,113,448
T2 단기주차장지상4층,2021-12-17,19,368,486
T2 단기주차장지하M층,2021-12-17,19,0,751
T1 장기 P1 주차장,2021-12-17,19,498,2762
T1 장기 P1 주차타워,2021-12-17,19,196,1374
T1 장기 P2 주차장,2021-12-17,19,1785,2592
T1 장기 P2 주차타워,2021-12-17,19,125,1375
T1 장기 P3 주차장,2021-12-17,19,0,0
T1 예약주차장,2021-12-17,19,501,1382
T2 장기 주차장,2021-12-17,19,101,2847
T2 예약 주차장,2021-12-17,19,300,936
T1 단기주차장지상층,2021-12-17,20,748,993
T1 단기주차장지하1층,2021-12-17,20,65,973
T1 단기주차장지하2층,2021-12-17,20,1071,1339
T2 단기주차장지상1층,2021-12-17,20,369,988
T2 단기주차장지상2층,2021-12-17,20,304,470
T2 단기주차장지상3층,2021-12-17,20,99,448
T2 단기주차장지상4층,2021-12-17,20,241,486
T2 단기주차장지하M층,2021-12-17,20,626,751
T1 장기 P1 주차장,2021-12-17,20,1772,2762
T1 장기 P1 주차타워,2021-12-17,20,499,1374
T1 장기 P2 주차장,2021-12-17,20,1476,2592
T1 장기 P2 주차타워,2021-12-17,20,576,1375
T1 장기 P3 주차장,2021-12-17,20,0,0
T1 예약주차장,2021-12-17,20,1001,1382
T2 장기 주차장,2021-12-17,20,546,2847
T2 예약 주차장,2021-12-17,20,208,936
T1 단기주차장지상층,2021-12-17,21,570,993
T1 단기주차장지하1층,2021-12-17,21,798,973
T1 단기주차장지하2층,2021-12-17,21,1004,1339
T2 단기주차장지상1층,2021-12-17,21,50,988
T2 단기주차장지상2층,2021-12-17,21,149,470
T2 단기주차장지상3층,2021-12-17,21,291,448
T2 단기주차장지상4층,2021-12-17,21,314,486
T2 단기주차장지하M층,2021-12-17,21,460,751
T1 장기 P1 주차장,2021-12-17,21,1150,2762
T1 장기 P1 주차타워,2021-12-17,21,814,1374
T1 장기 P2 주차장,2021-12-17,21,1505,2592
T1 장기 P2 주차타워,2021-12-17,21,1188,1375
T1 장기 P3 주차장,2021-12-17,21,0,0
T1 예약주차장,2021-12-17,21,368,1382
T2 장기 주차장,2021-12-17,21,2308,2847
T2 예약 주차장,2021-12-17,21,768,936
T1 단기주차장지상층,2021-12-17,22,922,993
T1 단기주차장지하1층,2021-12-17,22,231,973
T1 단기주차장지하2층,2021-12-17,22,1149,1339
T2 단기주차장지상1층,2021-12-17,22,405,988
T2 단기주차장지상2층,2021-12-17,22,461,470
T2 단기주차장지상3층,2021-12-17,22,370,448
T2 단기주차장지상4층,2021-12-17,22,358,486
T2 단기주차장지하M층,2021-12-17,22,385,751
T1 장기 P1 주차장,2021-12-17,22,2741,2762
T1 장기 P1 주차타워,2021-12-17,22,469,1374
T1 장기 P2 주차장,2021-12-17,22,2017,2592
T1 장기 P2 주차타워,2021-12-17,22,1200,1375
T1 장기 P3 주차장,2021-12-17,22,0,0
